223	(	218
223	CBOOL	219
223	CFLOAT	31
223	CINT	32
223	id	33
224	(	176
224	CFLOAT	177
224	CINT	178
224	id	179
225	(	176
225	CFLOAT	177
225	CINT	178
225	id	179
226	)	256
226	+	141
227	)	173
227	+	141
228	*	185
228	+	350
228	{	350
229	*	352
229	+	352
229	{	352
230	*	354
230	+	354
230	{	354
231	(	38
231	CFLOAT	39
231	CINT	40
231	id	41
232	(	258
233	{	259
234	+	75
234	;	260
235	!	26
235	(	27
235	CBOOL	28
235	CFLOAT	31
235	CINT	32
235	id	33
236	}	262
237	}	263
238	call	102
238	float	14
238	id	5
238	if	103
238	int	15
238	proc	96
238	record	97
238	return	104
238	while	105
238	}	326
239	id	265
240	call	328
240	float	328
240	id	328
240	if	328
240	int	328
240	proc	328
240	record	328
240	return	328
240	while	328
240	}	328
241	)	335
241	,	335
241	float	18
241	int	19
242	}	267
243	call	341
243	float	341
243	id	341
243	if	341
243	int	341
243	proc	341
243	record	341
243	return	341
243	while	341
243	}	341
244	)	268
244	,	165
245	call	189
245	id	5
245	if	190
245	return	191
245	while	192
246	call	372
246	id	372
246	if	372
246	return	372
246	while	372
247	{	358
248	)	359
249	&&	271
249	)	272
249	||	273
250	(	80
250	CFLOAT	81
250	CINT	82
250	id	83
251	{	357
252	)	275
253	)	276
254	&&	350
254	)	350
254	*	225
254	+	350
254	||	350
255	&&	352
255	)	352
255	*	352
255	+	352
255	||	352
256	&&	354
256	)	354
256	*	354
256	+	354
256	||	354
257	+	75
257	;	277
258	(	111
258	CFLOAT	112
258	CINT	113
258	id	114
259	call	372
259	id	372
259	if	372
259	return	372
259	while	372
260	}	347
261	{	280
262	#	344
262	call	344
262	else	281
262	float	344
262	id	344
262	if	344
262	int	344
262	proc	344
262	record	344
262	return	344
262	while	344
263	#	345
263	call	345
263	float	345
263	id	345
263	if	345
263	int	345
263	proc	345
263	record	345
263	return	345
263	while	345
264	}	283
265	)	333
265	,	333
266	)	284
266	,	201
267	call	329
267	float	329
267	id	329
267	if	329
267	int	329
267	proc	329
267	record	329
267	return	329
267	while	329
267	}	329
268	;	285
269	}	373
270	call	189
270	id	5
270	if	190
270	return	191
270	while	192
271	!	371
271	(	371
271	CBOOL	371
271	CFLOAT	371
271	CINT	371
271	id	371
272	)	360
273	!	371
273	(	371
273	CBOOL	371
273	CFLOAT	371
273	CINT	371
273	id	371
274	)	361
274	+	141
275	&&	358
